2.82078,113.251,23.1595,113.279,23.1606
2.94567,113.279,23.1606,113.297,23.1404
3.2938,113.233,23.136,113.234,23.1065
3.69281,113.303,23.1885,113.328,23.1644
4.14318,113.303,23.1885,113.343,23.1801
2.60421,113.29,23.1221,113.312,23.1326
2.12175,113.312,23.1326,113.328,23.1196
4.80229,113.234,23.1065,113.267,23.1372
2.06549,113.234,23.1065,113.241,23.0891
2.04756,113.255,23.0746,113.253,23.0562
1.55903,113.253,23.0562,113.268,23.0541
1.76329,113.253,23.0562,113.236,23.0602
2.12866,113.255,23.0746,113.241,23.0891
3.25244,113.236,23.0602,113.241,23.0891
2.0529,113.359,23.1233,113.375,23.1345
3.50619,113.375,23.1345,113.363,23.1638
1.9009,113.297,23.1593,113.279,23.1606
3.71078,113.303,23.1885,113.267,23.1861
3.3935,113.267,23.1861,113.251,23.1595
3.06728,113.267,23.1861,113.279,23.1606
3.21239,113.251,23.1595,113.233,23.136
1.71688,113.251,23.1595,113.238,23.1689
3.57414,113.238,23.1689,113.267,23.1861
3.68561,113.238,23.1689,113.233,23.136
2.63129,113.234,23.1065,113.22,23.087
2.2245,113.22,23.087,113.241,23.0891
3.42936,113.22,23.087,113.236,23.0602
3.33545,113.267,23.1861,113.235,23.1838
1.68956,113.238,23.1689,113.235,23.1838
3.50976,113.235,23.1838,113.262,23.2028
4.51305,113.262,23.2028,113.303,23.1885
1.92354,113.262,23.2028,113.267,23.1861
4.05001,113.262,23.2028,113.302,23.2037
1.70389,113.302,23.2037,113.303,23.1885
3.08458,113.302,23.2037,113.332,23.2022
2.69804,113.332,23.2022,113.343,23.1801
4.47385,113.27,23.1192,113.241,23.0891
2.8278,113.235,23.1838,113.207,23.182
3.09864,113.238,23.1689,113.207,23.1683
1.52365,113.207,23.182,113.207,23.1683
2.75658,113.233,23.136,113.206,23.1362
4.41941,113.207,23.1683,113.233,23.136
3.56988,113.207,23.1683,113.206,23.1362
3.10135,113.234,23.1065,113.204,23.106
3.36254,113.206,23.1362,113.204,23.106
4.44131,113.233,23.136,113.204,23.106
2.66201,113.204,23.106,113.22,23.087
2.23475,113.22,23.087,113.198,23.0864
3.34657,113.236,23.0602,113.204,23.0646
2.5022,113.198,23.0864,113.204,23.0646
3.15129,113.204,23.106,113.173,23.106
4.08657,113.206,23.1362,113.166,23.1372
3.5317,113.207,23.182,113.173,23.1811
3.68882,113.207,23.1683,113.173,23.1577
2.40842,113.166,23.1372,113.173,23.1577
3.54476,113.166,23.1372,113.173,23.106
3.04803,113.198,23.0864,113.168,23.0861
2.27576,113.173,23.106,113.168,23.0861
3.81055,113.204,23.0646,113.167,23.0649
2.35818,113.168,23.0861,113.167,23.0649
5.22438,113.166,23.1372,113.204,23.106
4.28784,113.204,23.106,113.168,23.0861
5.00047,113.262,23.2028,113.213,23.2025
2.36832,113.213,23.2025,113.207,23.182
4.25627,113.213,23.2025,113.172,23.2025
4.29244,113.172,23.2025,113.207,23.182
2.59732,113.173,23.1811,113.173,23.1577
2.39106,113.172,23.2025,113.173,23.1811
3.70849,113.172,23.2025,113.135,23.2007
3.81105,113.173,23.1811,113.135,23.1795
3.3244,113.166,23.1372,113.133,23.1365
4.08643,113.173,23.106,113.133,23.1063
3.74457,113.168,23.0861,113.132,23.0845
2.35411,113.135,23.2007,113.135,23.1795
4.782,113.135,23.1795,113.133,23.1365
3.35809,113.133,23.1365,113.133,23.1063
2.42956,113.133,23.1063,113.132,23.0845
3.01362,113.132,23.0845,113.133,23.0575
3.59606,113.133,23.0575,113.167,23.0649
1.45429,113.167,23.0649,113.166,23.0518
1.3519,113.204,23.0646,113.205,23.0525
1.25145,113.236,23.0602,113.234,23.049
3.48847,113.234,23.049,113.268,23.0541
3.07232,113.205,23.0525,113.234,23.049
3.91532,113.166,23.0518,113.205,23.0525
3.51983,113.166,23.0518,113.133,23.0575
2.21497,113.135,23.2007,113.114,23.2004
2.14695,113.114,23.2004,113.114,23.1811
2.22197,113.135,23.1795,113.114,23.1811
2.73469,113.114,23.2004,113.087,23.201
2.25107,113.087,23.201,113.087,23.1808
2.69979,113.087,23.1808,113.114,23.1811
5.34398,113.133,23.1365,113.114,23.1811
4.88944,113.086,23.139,113.133,23.1365
3.3358,113.086,23.139,113.083,23.1091
2.35578,113.133,23.1063,113.11,23.107
2.35695,113.11,23.107,113.109,23.0858
2.29005,113.109,23.0858,113.132,23.0845
4.04483,113.11,23.107,113.133,23.1365
2.8154,113.083,23.1091,113.11,23.107
2.35884,113.083,23.1091,113.081,23.088
2.85028,113.081,23.088,113.109,23.0858
2.875,113.109,23.0858,113.109,23.0599
2.47494,113.109,23.0599,113.133,23.0575
2.84981,113.081,23.088,113.079,23.0624
3.02652,113.079,23.0624,113.109,23.0599
2.50008,113.079,23.0624,113.055,23.0609
2.92248,113.081,23.088,113.053,23.0855
2.74109,113.053,23.0855,113.055,23.0609
3.09152,113.083,23.1091,113.053,23.107
2.38961,113.053,23.107,113.053,23.0855
2.42576,113.086,23.139,113.062,23.1381
3.5867,113.062,23.1381,113.053,23.107
4.42824,113.062,23.1381,113.053,23.177
3.55472,113.053,23.177,113.087,23.1808
3.70526,113.087,23.201,113.051,23.2022
2.80425,113.053,23.177,113.025,23.1776
2.49181,113.051,23.2022,113.026,23.2019
2.70303,113.026,23.2019,113.025,23.1776
3.68018,113.026,23.1406,113.062,23.1381
3.8439,113.026,23.1406,113.033,23.1066
2.00876,113.033,23.1066,113.053,23.107
2.65434,113.033,23.1066,113.03,23.083
2.40583,113.03,23.083,113.053,23.0855
2.5973,113.03,23.083,113.03,23.0596
2.71284,113.03,23.0596,113.056,23.0618
4.18725,113.026,23.2019,112.985,23.2016
4.01624,113.025,23.1776,112.986,23.1786
4.25849,113.026,23.1406,112.984,23.1403
5.02165,113.033,23.1066,112.984,23.106
4.88366,113.03,23.083,112.982,23.0833
4.74599,113.03,23.0596,112.984,23.0593
2.33842,112.986,23.1786,112.996,23.1599
2.51245,112.996,23.1599,112.984,23.1403
2.56342,112.985,23.2016,112.986,23.1786
1.10862,112.984,23.1403,112.991,23.1325
3.03181,112.991,23.1325,112.984,23.106
0.774285,112.984,23.106,112.981,23.0998
1.84049,112.981,23.0998,112.982,23.0833
1.78162,113.087,23.1808,113.1,23.1696
3.69916,113.1,23.1696,113.086,23.139
3.51952,112.985,23.2016,112.952,23.1944
1.58527,112.952,23.1944,112.964,23.186
2.76319,112.985,23.2016,112.964,23.186
1.48159,112.964,23.186,112.953,23.1779
3.39277,112.953,23.1779,112.986,23.1786
1.07373,112.953,23.1779,112.949,23.1688
2.90864,112.949,23.1688,112.953,23.143
3.16487,112.953,23.143,112.984,23.1403
2.6695,112.953,23.143,112.952,23.119
4.05007,112.984,23.1403,112.952,23.119
1.28096,112.952,23.119,112.952,23.1075
3.25937,112.952,23.1075,112.984,23.106
2.56415,112.952,23.1075,112.953,23.0845
2.94686,112.953,23.0845,112.982,23.0833
3.01384,112.953,23.0845,112.952,23.0574
3.22884,112.952,23.0574,112.984,23.0593
1.84211,112.982,23.0833,112.995,23.0717
1.79014,112.995,23.0717,112.984,23.0593
2.25998,112.952,23.1944,112.93,23.1984
3.17027,112.93,23.1984,112.921,23.1712
3.11241,112.921,23.1712,112.934,23.146
2.00046,112.934,23.146,112.953,23.143
3.6363,112.952,23.1075,112.917,23.108
3.80978,112.953,23.0845,112.916,23.0843
2.63212,112.917,23.108,112.916,23.0843
3.36372,112.952,23.0574,112.919,23.0588
2.86008,112.916,23.0843,112.919,23.0588
3.91206,112.934,23.146,112.896,23.1457
2.42967,112.917,23.108,112.893,23.1065
2.18595,112.916,23.0843,112.895,23.0831
2.91024,112.919,23.0588,112.891,23.0592
1.50845,112.895,23.0831,112.887,23.0716
1.64589,112.887,23.0716,112.891,23.0573
0.851652,112.893,23.1065,112.897,23.0996
1.84667,112.897,23.0996,112.895,23.0831
1.75206,112.896,23.1457,112.885,23.1333
3.07337,112.885,23.1333,112.893,23.1065
5.8526,112.896,23.1457,112.895,23.1983
3.63368,112.895,23.1983,112.93,23.1984
5.31076,113.133,23.1365,113.173,23.106
2.81256,113.051,23.2022,113.053,23.177
2.31324,113.026,23.1406,113.023,23.1612
2.24759,113.023,23.1612,113.045,23.1612
2.67107,112.996,23.1599,113.023,23.1612
1.85365,113.023,23.1612,113.025,23.1776
1.52725,113.045,23.1612,113.046,23.1475
1.90254,112.921,23.1712,112.902,23.1713
1.86753,112.921,23.1712,112.939,23.1709
1.63373,112.939,23.1709,112.939,23.1856
3.03173,112.934,23.146,112.932,23.1188
2.04296,112.932,23.1188,112.952,23.119
3.28041,112.885,23.1333,112.915,23.1214
1.80037,112.915,23.1214,112.932,23.1188
1.50066,112.915,23.1214,112.917,23.108
3.78149,113.03,23.083,112.995,23.0717
2.10262,112.902,23.1713,112.908,23.153
1.44979,112.908,23.153,112.896,23.1457
